year,month,account_id,total_transfer_in,total_transfer_out,saldo_mensal_conta
2020,2,7089776641588232,10856.82,5771.87,11963.99
2020,3,7089776641588232,12502.12,3869.79,20596.32
2020,4,7089776641588232,5385.99,2627.02,23355.29
2020,5,7089776641588232,6853.05,6199.95,24008.39
2020,6,7089776641588232,11929.86,3077.6,32860.65
2020,7,7089776641588232,6077.81,2458.89,36479.57
2020,8,7089776641588232,5429.57,4769.93,37139.21
2020,9,7089776641588232,7793.09,2272.12,42660.18
2020,10,7089776641588232,5508.28,3732.37,44436.09
2020,11,7089776641588232,4177.23,0.0,48613.32
2020,12,7089776641588232,12760.16,5102.84,56270.64
2020,1,7217842831573969,6787.84,1477.23,5310.61
2020,2,7217842831573969,12672.69,2922.88,15060.42
2020,3,7217842831573969,16403.27,3174.59,28289.1
2020,4,7217842831573969,8028.01,4860.36,31456.75
2020,5,7217842831573969,8709.99,4536.81,35629.93
2020,6,7217842831573969,7237.36,6193.01,36674.28
2020,7,7217842831573969,12987.14,6796.51,42864.91
2020,8,7217842831573969,9487.18,614.7,51737.39
2020,9,7217842831573969,2257.12,8989.32,45005.19
2020,10,7217842831573969,6610.73,3171.83,48444.09
2020,11,7217842831573969,6664.47,3564.72,51543.84
2020,12,7217842831573969,7579.14,6316.24,52806.74
2020,1,7280986105095448,3868.17,2299.69,1568.48
2020,2,7280986105095448,4238.58,4042.72,1764.34
2020,3,7280986105095448,5894.84,782.43,6876.75
2020,4,7280986105095448,1041.36,2898.66,5019.45
2020,5,7280986105095448,5223.78,2066.03,8177.2
2020,6,7280986105095448,6186.31,1293.43,13070.08
2020,7,7280986105095448,3552.34,1202.67,15419.75
2020,8,7280986105095448,3597.43,1708.99,17308.19
2020,9,7280986105095448,4298.21,2813.35,18793.05
2020,10,7280986105095448,1802.73,1267.63,19328.15
2020,11,7280986105095448,3251.05,1519.56,21059.64
2020,12,7280986105095448,4036.47,1697.87,23398.24
2020,1,8585202054705277,5376.23,2645.23,2731.0
2020,2,8585202054705277,2777.37,4058.12,1450.25
2020,3,8585202054705277,5699.37,4357.21,2792.41
2020,4,8585202054705277,7978.32,6135.72,4635.01
2020,5,8585202054705277,7217.43,1913.95,9938.49
2020,6,8585202054705277,5214.42,3102.05,12050.86
2020,7,8585202054705277,7082.61,0.0,19133.47
2020,8,8585202054705277,4349.89,802.27,22681.09
2020,9,8585202054705277,4580.5,4159.9,23101.69
2020,10,8585202054705277,9682.34,3819.24,28964.79
2020,11,8585202054705277,1334.6,1753.76,28545.63
2020,12,8585202054705277,4476.45,3774.33,29247.75
2020,1,8760191993448631,5529.94,3553.12,1976.82
2020,2,8760191993448631,9881.48,11062.05,796.25
2020,3,8760191993448631,6837.8,3262.68,4371.37
2020,4,8760191993448631,7573.82,5827.0,6118.19
2020,5,8760191993448631,12580.57,3113.73,15585.03
2020,6,8760191993448631,9716.86,1645.96,23655.93
2020,7,8760191993448631,9287.82,3222.94,29720.81
2020,8,8760191993448631,7754.46,1530.68,35944.59
2020,9,8760191993448631,18934.27,5982.25,48896.61
2020,10,8760191993448631,16273.99,6722.07,58448.53
2020,11,8760191993448631,8532.13,6.43,66974.23
2020,12,8760191993448631,11794.67,1328.86,77440.04
2020,1,9029246780109014,10859.88,7719.28,3140.6
2020,2,9029246780109014,11609.52,1865.03,12885.09
2020,3,9029246780109014,10341.09,295.34,22930.84
2020,4,9029246780109014,5701.05,3536.82,25095.07
2020,5,9029246780109014,16077.06,9093.27,32078.86
2020,6,9029246780109014,21028.6,94.87,53012.59
2020,7,9029246780109014,14869.58,4316.16,63566.01
2020,8,9029246780109014,8507.72,7098.09,64975.64
2020,9,9029246780109014,9330.88,3263.36,71043.16
2020,10,9029246780109014,4048.21,8101.26,66990.11
2020,11,9029246780109014,11749.46,4370.73,74368.84
2020,12,9029246780109014,13466.53,7922.48,79912.89
2020,1,9161839631096504,2483.37,1804.32,679.05
2020,2,9161839631096504,498.71,0.0,1177.76
2020,3,9161839631096504,1572.97,535.73,2215.0
2020,4,9161839631096504,79.85,0.0,2294.85
2020,5,9161839631096504,748.93,0.0,3043.78
2020,6,9161839631096504,824.58,0.0,3868.36
2020,8,9161839631096504,2987.8,0.0,6856.16
2020,9,9161839631096504,2840.12,134.92,9561.36
2020,10,9161839631096504,4373.4,0.0,13934.76
2020,11,9161839631096504,470.84,0.0,14405.6
2020,12,9161839631096504,6480.94,0.0,20886.54
2020,1,9390205589247788,5982.38,11167.59,-5185.21
2020,2,9390205589247788,10678.72,604.74,4888.77
2020,3,9390205589247788,17272.96,3093.1,19068.63
2020,4,9390205589247788,10079.69,5108.12,24040.2
2020,5,9390205589247788,7768.05,2532.85,29275.4
2020,6,9390205589247788,8074.91,3095.09,34255.22
2020,7,9390205589247788,6915.04,1547.62,39622.64
2020,8,9390205589247788,8794.55,240.43,48176.76
2020,9,9390205589247788,4155.53,2302.38,50029.91
2020,10,9390205589247788,15971.16,1032.2,64968.87
2020,11,9390205589247788,21244.49,4782.48,81430.88
2020,12,9390205589247788,10449.65,1945.37,89935.16
2020,1,9448124885629486,14312.75,5278.01,9034.74
2020,2,9448124885629486,7005.56,1526.47,14513.83
2020,3,9448124885629486,8043.42,6965.78,15591.47
2020,4,9448124885629486,9468.79,7104.31,17955.95
2020,5,9448124885629486,6050.8,6037.59,17969.16
2020,6,9448124885629486,10504.32,1242.06,27231.42
2020,7,9448124885629486,5258.42,11525.02,20964.82
2020,8,9448124885629486,10983.38,3455.37,28492.83
2020,9,9448124885629486,5953.38,7958.81,26487.4
2020,10,9448124885629486,3792.95,3765.19,26515.16
2020,11,9448124885629486,10385.57,157.91,36742.82
2020,12,9448124885629486,2842.55,1776.66,37808.71
2020,1,9462613211888924,8566.81,6847.5,1719.31
2020,2,9462613211888924,6126.36,8161.29,-315.62
2020,3,9462613211888924,9705.33,5115.71,4274.0
2020,4,9462613211888924,15653.1,598.85,19328.25
2020,5,9462613211888924,6704.62,7443.02,18589.85
2020,6,9462613211888924,5242.75,1999.36,21833.24
2020,7,9462613211888924,9158.16,3366.88,27624.52
2020,8,9462613211888924,12442.51,1127.06,38939.97
2020,9,9462613211888924,11791.19,3443.39,47287.77
2020,10,9462613211888924,18358.59,929.64,64716.72
2020,11,9462613211888924,7211.65,653.4,71274.97
2020,12,9462613211888924,9350.83,3766.08,76859.72
2020,1,9807564234567284,15130.86,778.84,14352.02
2020,2,9807564234567284,2445.94,4253.55,12544.41
2020,3,9807564234567284,4216.63,188.31,16572.73
2020,4,9807564234567284,12391.2,2591.7,26372.23
2020,5,9807564234567284,5507.83,3588.32,28291.74
2020,6,9807564234567284,6488.6,5415.98,29364.36
2020,7,9807564234567284,10008.14,1808.72,37563.78
2020,8,9807564234567284,7723.04,3403.4,41883.42
2020,9,9807564234567284,11268.6,1620.71,51531.31
2020,10,9807564234567284,11280.93,1683.55,61128.69
2020,11,9807564234567284,11868.76,146.24,72851.21
2020,12,9807564234567284,4292.66,1498.22,75645.65
2020,1,10607045612774784,4671.39,1755.7,2915.69
2020,2,10607045612774784,1011.69,425.54,3501.84
2020,3,10607045612774784,5058.5,0.0,8560.34
2020,4,10607045612774784,6976.21,4160.75,11375.8
2020,5,10607045612774784,2494.83,2768.49,11102.14
2020,6,10607045612774784,5356.72,1849.27,14609.59
2020,7,10607045612774784,4312.47,1995.33,16926.73
2020,8,10607045612774784,3386.42,3485.77,16827.38
2020,9,10607045612774784,6013.99,1924.52,20916.85
2020,10,10607045612774784,2445.01,2998.88,20362.98
2020,11,10607045612774784,2972.19,0.0,23335.17
2020,12,10607045612774784,10473.28,0.0,33808.45
2020,1,12225088533182584,10814.18,5766.59,5047.59
2020,2,12225088533182584,13161.81,2166.81,16042.59
2020,3,12225088533182584,15829.23,1855.27,30016.55
2020,4,12225088533182584,5815.38,1990.79,33841.14
2020,5,12225088533182584,7555.45,8047.89,33348.7
2020,6,12225088533182584,17388.16,1132.28,49604.58
2020,7,12225088533182584,11525.52,5533.05,55597.05
2020,8,12225088533182584,12104.92,12409.41,55292.56
2020,9,12225088533182584,16698.33,4676.32,67314.57
2020,10,12225088533182584,10720.31,1944.27,76090.61
2020,11,12225088533182584,11951.01,5773.35,82268.27
2020,12,12225088533182584,18268.34,7559.95,92976.66
2020,1,16219110008629412,20197.99,5130.82,15067.17
2020,2,16219110008629412,6645.72,1927.76,19785.13
2020,3,16219110008629412,12206.26,7193.18,24798.21
2020,4,16219110008629412,14017.92,2904.82,35911.31
2020,5,16219110008629412,10411.5,3156.02,43166.79
2020,6,16219110008629412,19181.85,3597.39,58751.25
2020,7,16219110008629412,9428.52,1869.44,66310.33
2020,8,16219110008629412,6264.57,4809.26,67765.64
2020,9,16219110008629412,9911.7,8979.47,68697.87
2020,10,16219110008629412,17058.85,7095.0,78661.72
2020,11,16219110008629412,11929.24,5939.29,84651.67
2020,12,16219110008629412,14203.27,2124.22,96730.72
2020,1,16602732060529808,2614.99,0.0,2614.99
2020,2,16602732060529808,3134.4,0.0,5749.39
2020,4,16602732060529808,1818.93,0.0,7568.32
2020,5,16602732060529808,3355.9,0.0,10924.22
2020,6,16602732060529808,680.94,327.66,11277.5
2020,8,16602732060529808,835.65,0.0,12113.15
2020,9,16602732060529808,1022.75,0.0,13135.9
2020,10,16602732060529808,0.0,1689.93,11445.97
2020,11,16602732060529808,2677.36,0.0,14123.33
2020,12,16602732060529808,2695.14,0.0,16818.47
2020,1,16898583974302990,8464.5,6823.77,1640.73
2020,2,16898583974302990,6382.19,7159.45,863.47
2020,3,16898583974302990,7061.79,6551.19,1374.07
2020,4,16898583974302990,4458.82,2973.82,2859.07
2020,5,16898583974302990,6141.33,2948.94,6051.46
2020,6,16898583974302990,15044.44,5202.19,15893.71
2020,7,16898583974302990,14043.02,6285.35,23651.38
2020,8,16898583974302990,6307.59,4097.09,25861.88
2020,9,16898583974302990,8876.82,2603.73,32134.97
2020,10,16898583974302990,9572.82,2900.78,38807.01
2020,11,16898583974302990,6786.94,10452.92,35141.03
2020,12,16898583974302990,11045.53,1197.3,44989.26
2020,1,17905154893500652,16780.44,9431.94,7348.5
2020,2,17905154893500652,14090.64,4841.1,16598.04
2020,3,17905154893500652,8877.41,3949.89,21525.56
2020,4,17905154893500652,9816.35,5213.65,26128.26
2020,5,17905154893500652,12679.42,3569.98,35237.7
2020,6,17905154893500652,12512.31,12741.87,35008.14
2020,7,17905154893500652,11155.42,8140.3,38023.26
2020,8,17905154893500652,15296.17,5125.51,48193.92
2020,9,17905154893500652,10654.6,6699.79,52148.73
2020,10,17905154893500652,18162.37,10009.62,60301.48
2020,11,17905154893500652,11213.17,6539.47,64975.18
2020,12,17905154893500652,16086.74,9318.23,71743.69
2020,2,19048274450778128,1506.01,835.19,670.82
2020,3,19048274450778128,0.0,1216.78,-545.96
2020,4,19048274450778128,374.37,0.0,-171.59
2020,5,19048274450778128,2346.61,0.0,2175.02
2020,7,19048274450778128,2717.71,0.0,4892.73
2020,8,19048274450778128,517.84,930.62,4479.95
2020,9,19048274450778128,1284.57,0.0,5764.52
2020,10,19048274450778128,901.93,802.62,5863.83
2020,11,19048274450778128,0.0,3302.64,2561.19
2020,12,19048274450778128,797.3,533.09,2825.4
2020,1,19386628231177136,4514.46,497.35,4017.11
2020,2,19386628231177136,5519.93,1057.09,8479.95
2020,3,19386628231177136,6535.04,1563.11,13451.88
2020,4,19386628231177136,6101.43,8952.93,10600.38
2020,5,19386628231177136,5554.94,4354.46,11800.86
2020,6,19386628231177136,9970.85,5164.21,16607.5
2020,7,19386628231177136,7381.84,6072.98,17916.36
2020,8,19386628231177136,4691.69,2162.44,20445.61
2020,9,19386628231177136,9592.15,2972.94,27064.82
2020,10,19386628231177136,8626.51,1485.69,34205.64
2020,11,19386628231177136,10708.8,5693.55,39220.89
2020,12,19386628231177136,4415.26,2937.47,40698.68
2020,1,19931862076924200,6353.13,6826.16,-473.03
2020,2,19931862076924200,4872.57,2257.2,2142.34
2020,3,19931862076924200,9996.73,1628.55,10510.52
2020,4,19931862076924200,356.86,38.26,10829.12
2020,5,19931862076924200,5846.72,3463.55,13212.29
2020,6,19931862076924200,6008.14,5711.66,13508.77
2020,7,19931862076924200,3149.95,1358.74,15299.98
2020,8,19931862076924200,12203.2,0.0,27503.18
2020,9,19931862076924200,9244.75,0.0,36747.93
2020,10,19931862076924200,6050.01,6393.72,36404.22
2020,11,19931862076924200,3990.94,7674.15,32721.01
2020,12,19931862076924200,1648.89,5370.58,28999.32
2020,1,21068538269307996,5635.33,2495.14,3140.19
2020,2,21068538269307996,3014.35,2852.96,3301.58
2020,3,21068538269307996,3807.49,0.0,7109.07
2020,4,21068538269307996,6917.15,5602.04,8424.18
2020,5,21068538269307996,8964.6,2057.18,15331.6
2020,6,21068538269307996,2618.0,972.62,16976.98
2020,7,21068538269307996,6670.74,0.0,23647.72
2020,8,21068538269307996,2992.95,3117.96,23522.71
2020,9,21068538269307996,4559.28,0.0,28081.99
2020,10,21068538269307996,1030.05,2551.34,26560.7
2020,11,21068538269307996,9676.52,2048.62,34188.6
2020,12,21068538269307996,7436.54,3881.73,37743.41
2020,1,21257040197113732,5771.81,1882.23,3889.58
2020,2,21257040197113732,4497.56,2871.14,5516.0
2020,3,21257040197113732,2770.66,1188.47,7098.19
2020,4,21257040197113732,4679.52,1136.87,10640.84
2020,5,21257040197113732,5340.36,0.0,15981.2
2020,6,21257040197113732,2294.05,0.0,18275.25
2020,7,21257040197113732,5493.95,2965.46,20803.74
2020,8,21257040197113732,9328.52,2797.92,27334.34
2020,9,21257040197113732,5871.95,836.37,32369.92
2020,10,21257040197113732,4414.97,2933.44,33851.45
2020,11,21257040197113732,3716.58,1813.87,35754.16
2020,12,21257040197113732,7079.42,2707.29,40126.29
2020,1,22738635699584700,19175.96,3008.89,16167.07
2020,2,22738635699584700,19308.12,4007.16,31468.03
2020,3,22738635699584700,16882.7,7495.11,40855.62
2020,4,22738635699584700,14320.28,3241.98,51933.92
2020,5,22738635699584700,8309.78,9041.84,51201.86
2020,6,22738635699584700,14577.14,6734.12,59044.88
2020,7,22738635699584700,10604.3,3644.16,66005.02
2020,8,22738635699584700,15130.4,4728.27,76407.15
2020,9,22738635699584700,10902.94,2846.08,84464.01
2020,10,22738635699584700,16046.87,3783.99,96726.89
2020,11,22738635699584700,10680.89,5713.32,101694.46
2020,12,22738635699584700,14414.38,7822.68,108286.16
2020,1,24454083555707500,1311.54,0.0,1311.54
2020,2,24454083555707500,1128.95,0.0,2440.49
2020,3,24454083555707500,4084.64,0.0,6525.13
2020,4,24454083555707500,3535.68,0.0,10060.81
2020,5,24454083555707500,2476.47,0.0,12537.28
2020,6,24454083555707500,3239.53,1326.44,14450.37
2020,7,24454083555707500,5565.76,1134.21,18881.92
2020,8,24454083555707500,6464.27,692.95,24653.24
2020,9,24454083555707500,3695.97,0.0,28349.21
2020,10,24454083555707500,5216.52,0.0,33565.73
2020,11,24454083555707500,2898.14,0.0,36463.87
2020,12,24454083555707500,319.25,1401.3,35381.82
2020,1,25311546418431616,12925.42,2269.73,10655.69
2020,2,25311546418431616,12147.18,8543.76,14259.11
2020,3,25311546418431616,11634.4,1531.2,24362.31
2020,4,25311546418431616,10581.58,1884.59,33059.3
2020,5,25311546418431616,10588.66,2816.89,40831.07
2020,6,25311546418431616,8185.49,609.42,48407.14
2020,7,25311546418431616,11288.98,1162.67,58533.45
2020,8,25311546418431616,5923.83,6150.51,58306.77
2020,9,25311546418431616,10336.25,0.0,68643.02
2020,10,25311546418431616,6867.67,1967.6,73543.09
2020,11,25311546418431616,11168.38,4396.86,80314.61
2020,12,25311546418431616,8622.43,4467.98,84469.06
2020,1,26294862298453776,10855.79,3372.82,7482.97
2020,2,26294862298453776,12481.08,2880.6,17083.45
2020,3,26294862298453776,6648.03,2696.03,21035.45
2020,4,26294862298453776,7591.3,3863.86,24762.89
2020,5,26294862298453776,9563.31,2827.42,31498.78
2020,6,26294862298453776,6412.22,4511.81,33399.19
2020,7,26294862298453776,13334.52,961.91,45771.8
2020,8,26294862298453776,16351.62,3620.61,58502.81
2020,9,26294862298453776,17620.02,3978.52,72144.31
2020,10,26294862298453776,14767.45,1068.58,85843.18
2020,11,26294862298453776,3297.68,10078.03,79062.83
2020,12,26294862298453776,13797.51,0.0,92860.34
2020,1,26891589648478016,4042.07,2651.74,1390.33
2020,2,26891589648478016,668.65,0.0,2058.98
2020,3,26891589648478016,3907.9,1320.12,4646.76
2020,4,26891589648478016,4408.63,0.0,9055.39
2020,5,26891589648478016,3743.98,1890.36,10909.01
2020,6,26891589648478016,5113.54,1281.0,14741.55
2020,7,26891589648478016,461.26,0.0,15202.81
2020,8,26891589648478016,5007.05,1922.41,18287.45
2020,9,26891589648478016,1522.61,0.0,19810.06
2020,10,26891589648478016,370.67,0.0,20180.73
2020,11,26891589648478016,6942.47,1131.68,25991.52
2020,12,26891589648478016,2666.12,1849.44,26808.2
2020,1,28099442614623548,0.0,1187.83,-1187.83
2020,3,28099442614623548,3711.83,0.0,2524.0
2020,5,28099442614623548,2961.53,0.0,5485.53
2020,7,28099442614623548,0.0,1521.87,3963.66
2020,8,28099442614623548,494.47,588.16,3869.97
2020,9,28099442614623548,824.34,0.0,4694.31
2020,10,28099442614623548,3041.14,1304.06,6431.39
2020,11,28099442614623548,2175.38,0.0,8606.77
2020,12,28099442614623548,300.06,1961.92,6944.91
2020,1,29766392739124468,11564.88,1552.9,10011.98
2020,2,29766392739124468,12724.76,1172.87,21563.87
2020,3,29766392739124468,5494.39,5658.25,21400.01
2020,4,29766392739124468,6665.86,3531.89,24533.98
2020,5,29766392739124468,10930.42,3299.9,32164.5
2020,6,29766392739124468,12068.42,2943.55,41289.37
2020,7,29766392739124468,11970.57,2173.07,51086.87
2020,8,29766392739124468,7545.12,3994.47,54637.52
2020,9,29766392739124468,1796.41,1794.18,54639.75
2020,10,29766392739124468,10009.92,2564.76,62084.91
2020,11,29766392739124468,12049.33,2494.11,71640.13
2020,12,29766392739124468,6332.52,3543.9,74428.75
2020,1,30145104489878324,843.1,1675.73,-832.63
2020,2,30145104489878324,1802.47,1258.01,-288.17
2020,3,30145104489878324,4964.08,1121.85,3554.06
2020,4,30145104489878324,1425.46,2021.8,2957.72
2020,5,30145104489878324,1617.06,500.02,4074.76
2020,6,30145104489878324,4311.79,453.61,7932.94
2020,7,30145104489878324,1697.57,2677.15,6953.36
2020,8,30145104489878324,3833.7,762.66,10024.4
2020,9,30145104489878324,1100.09,1848.11,9276.38
2020,10,30145104489878324,1177.78,621.11,9833.05
2020,11,30145104489878324,3298.75,0.0,13131.8
2020,12,30145104489878324,4213.56,1878.42,15466.94
2020,1,32862936640708872,13560.05,6212.12,7347.93
2020,2,32862936640708872,9125.66,9506.71,6966.88
2020,3,32862936640708872,9722.85,6465.21,10224.52
2020,4,32862936640708872,9188.25,1901.1,17511.67
2020,5,32862936640708872,19950.91,2289.31,35173.27
2020,6,32862936640708872,21525.86,5670.59,51028.54
2020,7,32862936640708872,17396.14,6172.19,62252.49
2020,8,32862936640708872,16895.08,9077.0,70070.57
2020,9,32862936640708872,7536.81,3560.01,74047.37
2020,10,32862936640708872,7163.27,8523.65,72686.99
2020,11,32862936640708872,15034.8,3374.3,84347.49
2020,12,32862936640708872,14364.13,9369.76,89341.86
2020,1,33244542453658892,5542.94,4233.81,1309.13
2020,2,33244542453658892,3309.62,425.13,4193.62
2020,3,33244542453658892,7221.24,3234.34,8180.52
2020,4,33244542453658892,3613.38,1183.47,10610.43
2020,5,33244542453658892,11091.21,1688.37,20013.27
2020,6,33244542453658892,3368.43,1545.08,21836.62
2020,7,33244542453658892,5257.15,5004.61,22089.16
2020,8,33244542453658892,6523.18,1832.31,26780.03
2020,9,33244542453658892,9101.57,1911.3,33970.3
2020,10,33244542453658892,1679.51,3415.24,32234.57
2020,11,33244542453658892,7669.32,2647.62,37256.27
2020,12,33244542453658892,7358.23,1120.93,43493.57
2020,1,33480979274858928,9171.67,3032.24,6139.43
2020,2,33480979274858928,5320.01,4725.57,6733.87
2020,3,33480979274858928,9605.2,4482.13,11856.94
2020,4,33480979274858928,7748.15,11790.63,7814.46
2020,5,33480979274858928,15974.79,2652.8,21136.45
2020,6,33480979274858928,7954.03,4295.56,24794.92
2020,7,33480979274858928,10502.46,2704.34,32593.04
2020,8,33480979274858928,5529.03,86.72,38035.35
2020,9,33480979274858928,8858.22,7922.51,38971.06
2020,10,33480979274858928,11772.62,1818.44,48925.24
2020,11,33480979274858928,12324.26,5003.36,56246.14
2020,12,33480979274858928,14400.67,5185.64,65461.17
2020,1,34118208990522820,6058.82,533.77,5525.05
2020,2,34118208990522820,1509.07,2119.34,4914.78
2020,3,34118208990522820,4396.74,4637.36,4674.16
2020,4,34118208990522820,6483.7,3440.67,7717.19
2020,5,34118208990522820,1182.92,3348.54,5551.57
2020,6,34118208990522820,4773.85,554.38,9771.04
2020,7,34118208990522820,7363.98,1868.16,15266.86
2020,8,34118208990522820,0.0,2868.78,12398.08
2020,9,34118208990522820,4979.37,551.74,16825.71
2020,10,34118208990522820,3904.38,2683.44,18046.65
2020,11,34118208990522820,631.5,3932.19,14745.96
2020,12,34118208990522820,4219.04,0.0,18965.0
2020,1,34562962206624268,3220.47,0.0,3220.47
2020,2,34562962206624268,2773.97,2735.98,3258.46
2020,3,34562962206624268,1782.07,3664.36,1376.17
2020,4,34562962206624268,5534.11,804.84,6105.44
2020,5,34562962206624268,7450.59,1698.58,11857.45
2020,6,34562962206624268,7767.27,1236.1,18388.62
2020,7,34562962206624268,3812.68,1374.34,20826.96
2020,8,34562962206624268,9855.07,63.1,30618.93
2020,9,34562962206624268,1440.21,3927.94,28131.2
2020,10,34562962206624268,2956.62,0.0,31087.82
2020,11,34562962206624268,1346.83,1882.12,30552.53
2020,12,34562962206624268,6273.95,1594.44,35232.04
2020,1,35562985794359408,6832.5,2539.72,4292.78
2020,2,35562985794359408,5120.94,2727.05,6686.67
2020,3,35562985794359408,7012.17,621.58,13077.26
2020,4,35562985794359408,9560.99,1354.25,21284.0
2020,5,35562985794359408,9139.35,7302.62,23120.73
2020,6,35562985794359408,12293.97,1313.7,34101.0
2020,7,35562985794359408,17702.55,1661.34,50142.21
2020,8,35562985794359408,5436.25,2093.19,53485.27
2020,9,35562985794359408,1774.6,1391.59,53868.28
2020,10,35562985794359408,10623.43,3237.53,61254.18
2020,11,35562985794359408,6035.03,2818.82,64470.39
2020,12,35562985794359408,7300.08,1854.3,69916.17
2020,1,36487975932472424,4013.96,1758.78,2255.18
2020,2,36487975932472424,3303.66,1064.11,4494.73
2020,3,36487975932472424,2001.79,3265.65,3230.87
2020,4,36487975932472424,2213.49,3995.37,1448.99
2020,5,36487975932472424,3796.98,2827.42,2418.55
2020,6,36487975932472424,5276.31,2361.14,5333.72
2020,7,36487975932472424,3610.42,3124.0,5820.14
2020,8,36487975932472424,6812.54,1135.8,11496.88
2020,9,36487975932472424,5139.62,0.0,16636.5
2020,10,36487975932472424,1786.54,112.57,18310.47
2020,11,36487975932472424,1995.57,995.61,19310.43
2020,12,36487975932472424,2066.7,2011.6,19365.53
2020,1,37366144956693024,5201.44,329.75,4871.69
2020,2,37366144956693024,6556.83,1088.86,10339.66
2020,3,37366144956693024,11355.38,4353.96,17341.08
